"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD"
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-21",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-22",,,,,"0.03",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-23",,,,,"0.04",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-24",,,,,"1.77",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-25",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-26",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-27",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-28",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-29",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-11-30",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-01",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-02",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-03",,,,,"0.01",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-04",,,,,"1.03",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-05",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-06",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-07",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-08",,,,,"0.10",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-09",,,,,"0.22",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-10",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-11",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-12",,,,,"0.30",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-13",,,,,"0.72",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-14",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-15",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-16",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-17",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-18",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-19",,,,,"0.20",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-20",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-21",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-22",,,,,"0.12",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-23",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-24",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-25",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-26",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-27",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-28",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-29",,,,,"0.14",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-30",,,,,"0.03",,
"USC00274321","JEFFERSON 5 SSW, NH US","1967-12-31",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-01",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-02",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-03",,,,,"0.22",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-04",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-05",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-06",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-07",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-08",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-09",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-10",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-11",,,,,"0.18",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-12",,,,,"0.01",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-13",,,,,"0.01",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-14",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-15",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-16",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-17",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-18",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-19",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-20",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-21",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-22",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-23",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-24",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-25",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-26",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-27",,,,,"0.00",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-28",,,,,"0.01",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-02-29",,,,,"0.02",,
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-01",,,,,"0.42","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-02",,,,,"0.01","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-03",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-04",,,,,"0.42","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-05",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-06",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-07",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-08",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-09",,,,,"0.02","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-10",,,,,"0.02","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-11",,,,,"0.03","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-12",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-13",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-14",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-15",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-16",,,,,"1.15","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-17",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-18",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-19",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-20",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-21",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-22",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-23",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-24",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-25",,,,,"1.04","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-26",,,,,"0.08","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-27",,,,,"0.02","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-28",,,,,"0.28","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-29",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-04-30",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-01",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-02",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-03",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-04",,,,,"0.18","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-05",,,,,"0.02","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-06",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-07",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-08",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-09",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-10",,,,,"0.08","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-11",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-12",,,,,"0.08","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-13",,,,,"0.06","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-14",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-15",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-16",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-17",,,,,"0.47","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-18",,,,,"0.66","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-19",,,,,"0.47","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-20",,,,,"0.30","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-21",,,,,"0.54","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-22",,,,,"0.30","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-23",,,,,"0.02","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-24",,,,,"0.02","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-25",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-26",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-27",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-28",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-29",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-30",,,,,"0.17","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-05-31",,,,,"0.20","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-01",,,,,"1.08","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-02",,,,,"0.08","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-03",,,,,"0.04","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-04",,,,,"0.38","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-05",,,,,"0.08","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-06",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-07",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-08",,,,,"0.04","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-09",,,,,"0.52","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-10",,,,,"1.06","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-11",,,,,"0.04","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-12",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-13",,,,,"0.20","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-14",,,,,"0.03","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-15",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-16",,,,,"0.65","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-17",,,,,"0.19","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-18",,,,,"0.20","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-19",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-20",,,,,"0.55","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-21",,,,,"0.05","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-22",,,,,"0.03","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-23",,,,,"0.04","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-24",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-25",,,,,"0.43","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-26",,,,,"0.08","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-27",,,,,"0.10","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-28",,,,,"0.04","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-29",,,,,"0.92","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-06-30",,,,,"0.46","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-01",,,,,"0.16","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-02",,,,,"0.06","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-03",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-04",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-05",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-06",,,,,"0.01","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-07",,,,,"0.05","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-08",,,,,"0.02","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-09",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-10",,,,,"0.55","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-11",,,,,"0.50","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-12",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-13",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-14",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-15",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-16",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-17",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-18",,,,,"0.02","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-19",,,,,"0.01","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-20",,,,,"0.57","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-21",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-22",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-23",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-24",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-25",,,,,"0.03","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-26",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-27",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-28",,,,,"0.16","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-29",,,,,"0.34","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-30",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-07-31",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-08-01",,,,,"0.00","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-08-02",,,,,"0.30","0.0","0.0"
"USC00274321","JEFFERSON 5 SSW, NH US","1968-08-03",,,,,"0.00","0.0","0.0"
